flight_id,from_city,to_city,datetime,cost,cancel_available,time_cancel_available
FL4643,Phu Quoc,Ho Chi Minh City,7/13/2025 13:00,920000,FALSE,
FL3782,Phu Quoc,Ho Chi Minh City,7/13/2025 17:45,1500000,FALSE,
FL3340,Hai Phong,Ho Chi Minh City,7/13/2025 18:15,1840000,TRUE,7/13/2025 14:15
FL7770,Hue,Quy Nhon,7/13/2025 6:30,520000,TRUE,7/13/2025 4:30
FL7554,Hai Phong,Nha Trang,7/14/2025 16:15,660000,FALSE,
FL7834,Hai Phong,Pleiku,7/14/2025 17:30,660000,FALSE,
FL9158,Buon Ma Thuot,Ho Chi Minh City,7/14/2025 15:15,1270000,FALSE,
FL7590,Vinh,Nha Trang,7/14/2025 16:15,1790000,TRUE,7/14/2025 13:15
FL9801,Buon Ma Thuot,Ho Chi Minh City,7/14/2025 20:15,550000,FALSE,
FL6928,Nha Trang,Ho Chi Minh City,7/14/2025 14:00,1140000,TRUE,7/14/2025 8:00
FL7033,Vinh,Pleiku,7/14/2025 6:45,820000,FALSE,
FL3244,Quy Nhon,Nha Trang,7/14/2025 11:45,1960000,FALSE,
FL1154,Ho Chi Minh City,Hue,7/14/2025 17:45,1110000,TRUE,7/14/2025 11:45
FL8822,Phu Quoc,Hanoi,7/14/2025 11:45,1700000,TRUE,7/14/2025 8:45
FL6226,Phu Quoc,Ho Chi Minh City,7/15/2025 16:15,580000,TRUE,7/15/2025 13:15
FL7302,Buon Ma Thuot,Thanh Hoa,7/15/2025 10:15,1280000,FALSE,
FL6474,Can Tho,Pleiku,7/15/2025 7:30,1860000,TRUE,7/15/2025 4:30
FL6702,Ho Chi Minh City,Vinh,7/15/2025 9:45,1530000,TRUE,7/15/2025 6:45
FL2771,Buon Ma Thuot,Thanh Hoa,7/15/2025 7:00,1540000,FALSE,
FL4705,Ho Chi Minh City,Quy Nhon,7/15/2025 13:15,500000,TRUE,7/15/2025 8:15
FL7965,Buon Ma Thuot,Can Tho,7/15/2025 15:45,1730000,FALSE,
FL4619,Da Nang,Nha Trang,7/15/2025 17:15,610000,FALSE,
FL8465,Nha Trang,Phu Quoc,7/16/2025 19:30,550000,FALSE,
FL5438,Da Nang,Thanh Hoa,7/16/2025 7:30,1890000,TRUE,7/16/2025 1:30
FL5940,Nha Trang,Da Nang,7/16/2025 6:45,590000,TRUE,7/16/2025 1:45
FL3722,Da Nang,Can Tho,7/16/2025 11:45,1750000,TRUE,7/16/2025 5:45
FL3790,Nha Trang,Thanh Hoa,7/16/2025 15:15,770000,FALSE,
FL8986,Ho Chi Minh City,Quy Nhon,7/16/2025 8:15,1120000,FALSE,
FL7658,Da Nang,Vinh,7/16/2025 17:15,690000,FALSE,
FL7680,Quy Nhon,Da Nang,7/16/2025 9:45,770000,FALSE,
FL1687,Hanoi,Can Tho,7/16/2025 13:00,550000,FALSE,
FL2268,Nha Trang,Phu Quoc,7/16/2025 14:30,640000,FALSE,
FL6380,Vinh,Buon Ma Thuot,7/16/2025 13:30,680000,TRUE,7/16/2025 10:30
FL2707,Can Tho,Pleiku,7/16/2025 12:45,1560000,TRUE,7/16/2025 6:45
FL7101,Phu Quoc,Nha Trang,7/17/2025 7:45,920000,FALSE,
FL8995,Nha Trang,Can Tho,7/17/2025 16:15,880000,TRUE,7/17/2025 13:15
FL3783,Hue,Hanoi,7/17/2025 9:30,1260000,FALSE,
FL4358,Hai Phong,Da Nang,7/17/2025 20:00,830000,FALSE,
FL6350,Pleiku,Hai Phong,7/17/2025 7:15,1180000,FALSE,
FL1886,Da Nang,Hai Phong,7/17/2025 16:30,1190000,FALSE,
FL9279,Nha Trang,Hue,7/18/2025 11:30,1670000,FALSE,
FL1449,Quy Nhon,Vinh,7/18/2025 17:30,1760000,FALSE,
FL2680,Pleiku,Vinh,7/18/2025 10:45,720000,TRUE,7/18/2025 6:45
FL3984,Hue,Hai Phong,7/18/2025 12:30,1030000,FALSE,
FL3840,Can Tho,Da Nang,7/18/2025 7:00,720000,TRUE,7/18/2025 4:00
FL3703,Hai Phong,Da Nang,7/18/2025 12:30,1590000,TRUE,7/18/2025 9:30
FL2353,Thanh Hoa,Ho Chi Minh City,7/18/2025 16:15,1350000,TRUE,7/18/2025 13:15
FL6785,Thanh Hoa,Hue,7/18/2025 16:00,690000,TRUE,7/18/2025 13:00
FL7356,Ho Chi Minh City,Can Tho,7/18/2025 10:00,1100000,TRUE,7/18/2025 4:00
FL9579,Hue,Hai Phong,7/18/2025 12:30,1860000,TRUE,7/18/2025 6:30
FL4896,Hanoi,Buon Ma Thuot,7/18/2025 9:15,720000,FALSE,
FL3381,Buon Ma Thuot,Vinh,7/18/2025 17:00,630000,TRUE,7/18/2025 11:00
FL8225,Buon Ma Thuot,Hanoi,7/19/2025 16:15,1470000,FALSE,
FL6232,Da Nang,Phu Quoc,7/19/2025 11:00,1690000,FALSE,
FL3766,Ho Chi Minh City,Buon Ma Thuot,7/19/2025 14:15,1660000,TRUE,7/19/2025 10:15
FL3241,Pleiku,Thanh Hoa,7/19/2025 6:15,1010000,TRUE,7/19/2025 0:15
FL9158,Nha Trang,Vinh,7/19/2025 20:45,1900000,FALSE,
FL9949,Hai Phong,Hue,7/19/2025 12:30,1980000,FALSE,
FL8775,Phu Quoc,Da Nang,7/19/2025 19:45,510000,FALSE,
FL9855,Hai Phong,Thanh Hoa,7/19/2025 9:30,660000,TRUE,7/19/2025 6:30
FL2341,Hanoi,Ho Chi Minh City,7/19/2025 18:30,1510000,TRUE,7/19/2025 16:30
FL2538,Can Tho,Quy Nhon,7/20/2025 12:45,870000,TRUE,7/20/2025 10:45
FL2878,Hai Phong,Hue,7/20/2025 10:15,1080000,TRUE,7/20/2025 8:15
FL6579,Can Tho,Vinh,7/20/2025 14:15,1860000,TRUE,7/20/2025 8:15
FL1749,Vinh,Ho Chi Minh City,7/20/2025 13:15,510000,FALSE,
FL4736,Phu Quoc,Hanoi,7/20/2025 6:45,990000,FALSE,
FL4131,Hai Phong,Ho Chi Minh City,7/20/2025 13:30,1740000,TRUE,7/20/2025 11:30
FL3047,Thanh Hoa,Can Tho,7/20/2025 19:00,770000,FALSE,
FL3562,Can Tho,Buon Ma Thuot,7/20/2025 12:30,610000,FALSE,
FL6031,Hanoi,Can Tho,7/21/2025 16:15,1680000,FALSE,
FL5205,Pleiku,Vinh,7/21/2025 12:00,630000,TRUE,7/21/2025 7:00
FL7259,Hanoi,Thanh Hoa,7/21/2025 6:15,1340000,FALSE,
FL2876,Buon Ma Thuot,Phu Quoc,7/21/2025 12:00,1770000,TRUE,7/21/2025 6:00
FL8794,Phu Quoc,Ho Chi Minh City,7/21/2025 6:15,1700000,TRUE,7/21/2025 2:15
FL3444,Nha Trang,Pleiku,7/21/2025 7:45,720000,FALSE,
FL8156,Thanh Hoa,Can Tho,7/21/2025 16:45,800000,FALSE,
FL6755,Thanh Hoa,Hanoi,7/21/2025 20:45,1260000,FALSE,
FL3163,Da Nang,Hue,7/21/2025 16:45,1870000,FALSE,
FL1542,Hai Phong,Phu Quoc,7/21/2025 19:45,740000,TRUE,7/21/2025 14:45
FL2874,Ho Chi Minh City,Da Nang,7/22/2025 9:15,1820000,TRUE,7/22/2025 5:15
FL7124,Quy Nhon,Nha Trang,7/22/2025 12:00,1420000,FALSE,
FL7917,Pleiku,Da Nang,7/22/2025 20:00,1510000,FALSE,
FL6014,Thanh Hoa,Hanoi,7/22/2025 17:45,1770000,TRUE,7/22/2025 12:45
FL3632,Nha Trang,Hanoi,7/22/2025 6:15,1240000,FALSE,
FL4660,Quy Nhon,Vinh,7/22/2025 17:15,520000,TRUE,7/22/2025 13:15
FL6735,Ho Chi Minh City,Hanoi,7/22/2025 11:45,1130000,FALSE,
FL2915,Thanh Hoa,Pleiku,7/22/2025 17:30,1450000,FALSE,
FL8115,Hanoi,Hai Phong,7/22/2025 19:45,1460000,TRUE,7/22/2025 15:45
FL9747,Buon Ma Thuot,Phu Quoc,7/22/2025 20:45,1110000,FALSE,
FL1686,Quy Nhon,Thanh Hoa,7/23/2025 19:30,520000,FALSE,
FL5237,Buon Ma Thuot,Pleiku,7/23/2025 11:30,1000000,TRUE,7/23/2025 7:30
FL8596,Can Tho,Buon Ma Thuot,7/23/2025 19:15,1930000,TRUE,7/23/2025 16:15
FL4641,Hue,Ho Chi Minh City,7/23/2025 6:45,540000,FALSE,
FL9537,Quy Nhon,Thanh Hoa,7/23/2025 7:15,810000,FALSE,
FL8002,Pleiku,Buon Ma Thuot,7/23/2025 17:15,1440000,TRUE,7/23/2025 13:15
FL7691,Hue,Can Tho,7/23/2025 15:45,1570000,TRUE,7/23/2025 10:45
FL7689,Hanoi,Thanh Hoa,7/24/2025 19:45,1490000,FALSE,
FL4741,Hai Phong,Hanoi,7/24/2025 15:00,1180000,TRUE,7/24/2025 11:00
FL2320,Ho Chi Minh City,Quy Nhon,7/24/2025 9:15,1050000,TRUE,7/24/2025 5:15
FL7949,Hanoi,Can Tho,7/24/2025 17:45,1590000,TRUE,7/24/2025 12:45
FL3298,Da Nang,Hai Phong,7/24/2025 8:30,1540000,TRUE,7/24/2025 4:30
FL4877,Thanh Hoa,Nha Trang,7/24/2025 9:30,860000,TRUE,7/24/2025 5:30
FL8764,Phu Quoc,Vinh,7/24/2025 19:30,1240000,FALSE,
FL6452,Thanh Hoa,Can Tho,7/25/2025 7:00,1800000,TRUE,7/25/2025 2:00
FL7849,Quy Nhon,Hue,7/25/2025 16:15,1170000,TRUE,7/25/2025 11:15
FL3387,Hanoi,Can Tho,7/25/2025 12:45,1540000,TRUE,7/25/2025 6:45
FL4456,Quy Nhon,Nha Trang,7/25/2025 12:00,1770000,FALSE,
FL2000,Vinh,Ho Chi Minh City,7/25/2025 14:30,720000,FALSE,
FL3826,Thanh Hoa,Hue,7/25/2025 16:00,1980000,FALSE,
FL4526,Thanh Hoa,Da Nang,7/25/2025 11:45,1150000,FALSE,
FL9370,Quy Nhon,Hanoi,7/25/2025 20:30,1480000,TRUE,7/25/2025 18:30
FL2800,Ho Chi Minh City,Buon Ma Thuot,7/25/2025 11:30,1270000,TRUE,7/25/2025 6:30
FL1914,Thanh Hoa,Pleiku,7/26/2025 17:00,1350000,FALSE,
FL1971,Ho Chi Minh City,Phu Quoc,7/26/2025 18:00,1420000,TRUE,7/26/2025 16:00
FL2438,Hai Phong,Pleiku,7/26/2025 7:15,1040000,FALSE,
FL9448,Thanh Hoa,Pleiku,7/26/2025 11:00,1140000,FALSE,
FL1684,Ho Chi Minh City,Quy Nhon,7/26/2025 8:00,1120000,FALSE,
FL6986,Nha Trang,Can Tho,7/26/2025 16:30,1700000,TRUE,7/26/2025 13:30
FL4961,Vinh,Nha Trang,7/26/2025 9:30,1550000,FALSE,
FL9202,Nha Trang,Hue,7/26/2025 18:30,1920000,FALSE,
FL3053,Pleiku,Hue,7/26/2025 16:45,800000,FALSE,
FL6175,Quy Nhon,Da Nang,7/27/2025 19:15,1060000,TRUE,7/27/2025 14:15
FL2689,Hue,Hai Phong,7/27/2025 9:15,1960000,TRUE,7/27/2025 7:15
FL7301,Vinh,Hue,7/27/2025 20:15,710000,FALSE,
FL5369,Hanoi,Hai Phong,7/27/2025 10:15,800000,TRUE,7/27/2025 4:15
FL1764,Can Tho,Buon Ma Thuot,7/27/2025 14:30,2000000,TRUE,7/27/2025 9:30
FL9041,Can Tho,Pleiku,7/27/2025 8:00,1510000,TRUE,7/27/2025 3:00
FL4316,Ho Chi Minh City,Pleiku,7/27/2025 16:00,630000,TRUE,7/27/2025 11:00
FL3965,Nha Trang,Hue,7/27/2025 7:00,1770000,TRUE,7/27/2025 5:00
FL3703,Hanoi,Nha Trang,7/27/2025 18:00,600000,FALSE,
FL7860,Hanoi,Da Nang,7/27/2025 11:45,1040000,FALSE,
FL7445,Da Nang,Buon Ma Thuot,7/28/2025 13:00,680000,FALSE,
FL9583,Phu Quoc,Thanh Hoa,7/28/2025 17:30,780000,TRUE,7/28/2025 13:30
FL9472,Phu Quoc,Da Nang,7/28/2025 11:30,1990000,TRUE,7/28/2025 7:30
FL9036,Pleiku,Can Tho,7/28/2025 10:15,990000,TRUE,7/28/2025 5:15
FL2108,Thanh Hoa,Pleiku,7/28/2025 11:45,1030000,FALSE,
FL7257,Da Nang,Thanh Hoa,7/28/2025 16:30,580000,TRUE,7/28/2025 13:30
FL2107,Quy Nhon,Thanh Hoa,7/29/2025 16:45,1760000,TRUE,7/29/2025 14:45
FL5400,Pleiku,Phu Quoc,7/29/2025 20:45,500000,TRUE,7/29/2025 14:45
FL1803,Vinh,Hanoi,7/29/2025 19:45,580000,FALSE,
FL3077,Da Nang,Can Tho,7/29/2025 18:45,530000,TRUE,7/29/2025 12:45
FL1810,Phu Quoc,Hue,7/29/2025 12:00,510000,FALSE,
FL5964,Hai Phong,Buon Ma Thuot,7/29/2025 17:45,760000,FALSE,
FL6433,Buon Ma Thuot,Da Nang,7/29/2025 13:15,590000,TRUE,7/29/2025 11:15
FL8938,Buon Ma Thuot,Phu Quoc,7/29/2025 7:00,850000,FALSE,
FL9936,Nha Trang,Can Tho,7/30/2025 12:45,1180000,FALSE,
FL6701,Nha Trang,Buon Ma Thuot,7/30/2025 15:15,1250000,TRUE,7/30/2025 10:15
FL4983,Nha Trang,Ho Chi Minh City,7/30/2025 20:15,1550000,TRUE,7/30/2025 16:15
FL1332,Hanoi,Hai Phong,7/30/2025 10:45,1610000,TRUE,7/30/2025 5:45
FL2334,Quy Nhon,Phu Quoc,7/30/2025 11:45,1700000,FALSE,
FL5849,Hai Phong,Da Nang,7/30/2025 6:30,1990000,TRUE,7/30/2025 1:30
FL9390,Can Tho,Quy Nhon,7/30/2025 14:15,790000,FALSE,
FL4749,Quy Nhon,Thanh Hoa,7/30/2025 12:30,1650000,TRUE,7/30/2025 8:30
FL4314,Nha Trang,Buon Ma Thuot,7/30/2025 7:45,800000,TRUE,7/30/2025 4:45
FL6281,Pleiku,Nha Trang,7/30/2025 9:00,1770000,TRUE,7/30/2025 4:00
FL4743,Hue,Thanh Hoa,7/30/2025 12:00,1980000,FALSE,
FL5285,Da Nang,Ho Chi Minh City,7/30/2025 20:00,740000,FALSE,
FL2565,Thanh Hoa,Quy Nhon,7/31/2025 7:15,1600000,TRUE,7/31/2025 4:15
FL9506,Hai Phong,Nha Trang,7/31/2025 10:00,1480000,FALSE,
FL3297,Vinh,Thanh Hoa,7/31/2025 11:15,1550000,TRUE,7/31/2025 9:15
FL1713,Ho Chi Minh City,Phu Quoc,7/31/2025 9:30,620000,FALSE,
FL7812,Nha Trang,Phu Quoc,7/31/2025 10:30,1830000,TRUE,7/31/2025 7:30
FL9321,Pleiku,Can Tho,7/31/2025 20:30,970000,FALSE,
FL2008,Ho Chi Minh City,Quy Nhon,7/31/2025 19:15,760000,FALSE,
FL1296,Hanoi,Hai Phong,7/31/2025 17:30,1760000,TRUE,7/31/2025 15:30
FL1246,Da Nang,Phu Quoc,7/31/2025 11:15,1920000,TRUE,7/31/2025 9:15
FL2924,Phu Quoc,Pleiku,7/31/2025 19:45,1970000,FALSE,
FL7178,Thanh Hoa,Hanoi,8/1/2025 18:45,1170000,TRUE,8/1/2025 16:45
FL7853,Hai Phong,Buon Ma Thuot,8/1/2025 14:00,590000,FALSE,
FL6936,Hue,Da Nang,8/1/2025 13:45,1790000,TRUE,8/1/2025 10:45
FL3433,Pleiku,Thanh Hoa,8/1/2025 18:30,620000,TRUE,8/1/2025 13:30
FL9694,Da Nang,Quy Nhon,8/1/2025 17:30,1980000,FALSE,
FL6693,Can Tho,Thanh Hoa,8/1/2025 10:30,840000,FALSE,
FL3737,Quy Nhon,Phu Quoc,8/2/2025 18:15,1890000,FALSE,
FL3390,Da Nang,Hanoi,8/2/2025 15:30,1360000,FALSE,
FL4313,Nha Trang,Ho Chi Minh City,8/2/2025 12:00,1740000,TRUE,8/2/2025 8:00
FL3858,Quy Nhon,Nha Trang,8/2/2025 19:45,1520000,FALSE,
FL8622,Vinh,Hai Phong,8/2/2025 16:45,580000,FALSE,
FL4656,Phu Quoc,Can Tho,8/2/2025 20:45,770000,FALSE,
FL2969,Can Tho,Da Nang,8/2/2025 14:15,1940000,TRUE,8/2/2025 9:15
FL3677,Hanoi,Quy Nhon,8/2/2025 15:30,520000,FALSE,
FL8250,Buon Ma Thuot,Thanh Hoa,8/3/2025 16:15,1860000,TRUE,8/3/2025 14:15
FL3776,Buon Ma Thuot,Vinh,8/3/2025 19:15,1820000,FALSE,
FL9701,Da Nang,Hue,8/3/2025 11:15,1890000,TRUE,8/3/2025 7:15
FL3542,Nha Trang,Hue,8/3/2025 9:00,1600000,FALSE,
FL4719,Nha Trang,Da Nang,8/3/2025 6:15,980000,TRUE,8/3/2025 0:15
FL7650,Hai Phong,Buon Ma Thuot,8/3/2025 11:15,1210000,TRUE,8/3/2025 5:15
FL2411,Buon Ma Thuot,Hai Phong,8/3/2025 9:45,660000,TRUE,8/3/2025 4:45
FL7462,Buon Ma Thuot,Hanoi,8/3/2025 8:15,1390000,TRUE,8/3/2025 6:15
FL9421,Buon Ma Thuot,Ho Chi Minh City,8/3/2025 18:30,530000,TRUE,8/3/2025 16:30
FL3564,Vinh,Quy Nhon,8/3/2025 6:00,1420000,FALSE,
FL3280,Hai Phong,Ho Chi Minh City,8/3/2025 7:45,1080000,FALSE,
FL6920,Phu Quoc,Da Nang,8/3/2025 8:30,1020000,FALSE,
FL5747,Buon Ma Thuot,Hai Phong,8/4/2025 11:15,1250000,FALSE,
FL7506,Hai Phong,Thanh Hoa,8/4/2025 15:30,1620000,FALSE,
FL7199,Vinh,Hanoi,8/4/2025 7:30,790000,TRUE,8/4/2025 5:30
FL2482,Hue,Buon Ma Thuot,8/4/2025 6:15,950000,FALSE,
FL5175,Da Nang,Thanh Hoa,8/4/2025 17:00,1920000,FALSE,
FL3151,Ho Chi Minh City,Quy Nhon,8/4/2025 15:30,730000,TRUE,8/4/2025 11:30
FL5091,Phu Quoc,Pleiku,8/4/2025 15:30,960000,TRUE,8/4/2025 11:30
FL1928,Nha Trang,Buon Ma Thuot,8/4/2025 7:00,1710000,FALSE,
FL8493,Phu Quoc,Pleiku,8/4/2025 12:30,1480000,FALSE,
FL4305,Buon Ma Thuot,Can Tho,8/5/2025 16:30,1960000,FALSE,
FL1423,Hanoi,Hai Phong,8/5/2025 14:15,660000,FALSE,
FL7488,Ho Chi Minh City,Hue,8/5/2025 12:30,810000,FALSE,
FL6055,Ho Chi Minh City,Pleiku,8/5/2025 12:00,1750000,TRUE,8/5/2025 9:00
FL8474,Pleiku,Quy Nhon,8/5/2025 9:00,650000,FALSE,
FL3913,Da Nang,Hai Phong,8/5/2025 16:30,1490000,FALSE,
FL2073,Quy Nhon,Da Nang,8/5/2025 18:45,1880000,FALSE,
FL3991,Ho Chi Minh City,Hai Phong,8/5/2025 16:45,890000,FALSE,
FL8456,Quy Nhon,Hanoi,8/5/2025 15:30,870000,FALSE,
FL6983,Nha Trang,Hai Phong,8/5/2025 13:00,1960000,TRUE,8/5/2025 9:00
FL4901,Phu Quoc,Buon Ma Thuot,8/5/2025 9:00,1010000,FALSE,
FL9955,Can Tho,Phu Quoc,8/6/2025 19:30,1480000,TRUE,8/6/2025 16:30
FL6748,Pleiku,Hai Phong,8/6/2025 12:00,560000,FALSE,
FL9060,Vinh,Nha Trang,8/6/2025 11:00,1050000,FALSE,
FL5843,Nha Trang,Hue,8/6/2025 19:45,610000,TRUE,8/6/2025 16:45
FL7962,Thanh Hoa,Can Tho,8/6/2025 15:00,1900000,TRUE,8/6/2025 10:00
FL4752,Hue,Da Nang,8/6/2025 7:00,1740000,FALSE,
FL8526,Buon Ma Thuot,Nha Trang,8/6/2025 7:15,1190000,TRUE,8/6/2025 3:15
FL1873,Da Nang,Thanh Hoa,8/6/2025 20:45,1910000,FALSE,
FL5583,Ho Chi Minh City,Phu Quoc,8/6/2025 14:45,600000,TRUE,8/6/2025 11:45
FL9674,Thanh Hoa,Hue,8/6/2025 20:15,690000,TRUE,8/6/2025 17:15
FL4414,Pleiku,Buon Ma Thuot,8/6/2025 20:30,1710000,TRUE,8/6/2025 15:30
FL4441,Can Tho,Buon Ma Thuot,8/6/2025 12:00,940000,TRUE,8/6/2025 8:00
FL6490,Hanoi,Pleiku,8/7/2025 15:15,1120000,TRUE,8/7/2025 13:15
FL1450,Pleiku,Ho Chi Minh City,8/7/2025 16:15,1200000,TRUE,8/7/2025 12:15
FL4527,Da Nang,Phu Quoc,8/7/2025 8:30,1820000,TRUE,8/7/2025 3:30
FL6950,Quy Nhon,Hai Phong,8/7/2025 17:30,1340000,TRUE,8/7/2025 14:30
FL4693,Pleiku,Hanoi,8/7/2025 17:15,520000,FALSE,
FL3006,Thanh Hoa,Pleiku,8/7/2025 8:15,1610000,TRUE,8/7/2025 6:15
FL1871,Vinh,Nha Trang,8/8/2025 14:00,1570000,TRUE,8/8/2025 8:00
FL4655,Buon Ma Thuot,Phu Quoc,8/8/2025 14:00,900000,FALSE,
FL3471,Da Nang,Hai Phong,8/8/2025 16:15,1510000,FALSE,
FL3233,Quy Nhon,Phu Quoc,8/8/2025 19:30,1240000,FALSE,
FL2300,Pleiku,Hanoi,8/8/2025 18:15,1720000,FALSE,
FL8769,Hai Phong,Buon Ma Thuot,8/8/2025 20:00,1630000,FALSE,
FL9432,Hanoi,Hue,8/8/2025 14:45,1710000,TRUE,8/8/2025 8:45
FL9617,Vinh,Quy Nhon,8/8/2025 14:00,670000,FALSE,
FL3624,Thanh Hoa,Pleiku,8/8/2025 6:00,2000000,TRUE,8/8/2025 2:00
FL2619,Hai Phong,Quy Nhon,8/8/2025 6:30,1750000,TRUE,8/8/2025 3:30
FL3333,Can Tho,Phu Quoc,8/9/2025 15:00,1740000,FALSE,
FL1289,Buon Ma Thuot,Pleiku,8/9/2025 8:45,810000,TRUE,8/9/2025 3:45
FL9869,Thanh Hoa,Can Tho,8/9/2025 19:00,1880000,FALSE,
FL6969,Thanh Hoa,Ho Chi Minh City,8/9/2025 14:45,1370000,FALSE,
FL9189,Hue,Buon Ma Thuot,8/9/2025 18:00,1020000,FALSE,
FL6893,Buon Ma Thuot,Quy Nhon,8/9/2025 10:45,660000,TRUE,8/9/2025 6:45
FL7523,Da Nang,Hue,8/10/2025 17:00,1090000,FALSE,
FL4750,Quy Nhon,Ho Chi Minh City,8/10/2025 9:30,1250000,TRUE,8/10/2025 3:30
FL4744,Hue,Vinh,8/10/2025 12:45,1530000,TRUE,8/10/2025 6:45
FL5223,Ho Chi Minh City,Hanoi,8/10/2025 17:00,520000,FALSE,
FL3050,Thanh Hoa,Da Nang,8/10/2025 9:15,1090000,TRUE,8/10/2025 7:15
FL7623,Da Nang,Hai Phong,8/10/2025 12:15,1360000,TRUE,8/10/2025 9:15
FL5055,Ho Chi Minh City,Quy Nhon,8/10/2025 11:30,780000,TRUE,8/10/2025 7:30
FL4092,Can Tho,Hanoi,8/10/2025 10:00,630000,FALSE,
FL4332,Hanoi,Nha Trang,8/10/2025 13:45,870000,TRUE,8/10/2025 9:45
FL5813,Vinh,Ho Chi Minh City,8/10/2025 6:30,1920000,FALSE,
FL9330,Quy Nhon,Buon Ma Thuot,8/11/2025 9:15,800000,FALSE,
FL8138,Quy Nhon,Phu Quoc,8/11/2025 7:15,1310000,FALSE,
FL9132,Quy Nhon,Nha Trang,8/11/2025 20:15,1170000,FALSE,
FL8918,Can Tho,Buon Ma Thuot,8/11/2025 6:45,1530000,TRUE,8/11/2025 2:45
FL7906,Thanh Hoa,Nha Trang,8/11/2025 6:30,1410000,FALSE,
FL6403,Quy Nhon,Vinh,8/11/2025 10:30,1270000,FALSE,
FL5180,Pleiku,Hanoi,8/12/2025 15:00,990000,TRUE,8/12/2025 11:00
FL9577,Quy Nhon,Can Tho,8/12/2025 9:30,1860000,TRUE,8/12/2025 7:30
FL2266,Ho Chi Minh City,Pleiku,8/12/2025 7:45,1200000,FALSE,
FL3737,Hue,Buon Ma Thuot,8/12/2025 11:45,830000,FALSE,
FL4897,Da Nang,Hai Phong,8/12/2025 11:45,1400000,TRUE,8/12/2025 5:45
FL7769,Phu Quoc,Quy Nhon,8/12/2025 14:30,1800000,FALSE,
FL9602,Hai Phong,Ho Chi Minh City,8/12/2025 17:15,720000,TRUE,8/12/2025 13:15
FL1756,Quy Nhon,Pleiku,8/12/2025 15:00,1480000,TRUE,8/12/2025 11:00
FL8661,Pleiku,Can Tho,8/12/2025 13:00,1260000,FALSE,
FL2031,Phu Quoc,Hai Phong,8/12/2025 18:00,1770000,FALSE,
FL4712,Hai Phong,Phu Quoc,8/13/2025 19:45,1270000,TRUE,8/13/2025 15:45
FL7442,Hai Phong,Ho Chi Minh City,8/13/2025 14:15,1000000,FALSE,
FL4403,Thanh Hoa,Da Nang,8/13/2025 11:00,1500000,FALSE,
FL7385,Vinh,Ho Chi Minh City,8/13/2025 20:15,1080000,TRUE,8/13/2025 17:15
FL6649,Quy Nhon,Pleiku,8/13/2025 10:00,1460000,TRUE,8/13/2025 8:00
FL1160,Thanh Hoa,Vinh,8/13/2025 6:15,1670000,FALSE,
FL4717,Can Tho,Pleiku,8/13/2025 11:15,1910000,TRUE,8/13/2025 5:15
FL4587,Da Nang,Hue,8/13/2025 13:45,1420000,FALSE,
FL2848,Pleiku,Quy Nhon,8/14/2025 11:30,1410000,FALSE,
FL4938,Ho Chi Minh City,Hue,8/14/2025 13:30,1820000,FALSE,
FL6503,Ho Chi Minh City,Thanh Hoa,8/14/2025 6:15,1780000,FALSE,
FL1742,Hai Phong,Phu Quoc,8/14/2025 12:30,1930000,FALSE,
FL9927,Buon Ma Thuot,Can Tho,8/14/2025 17:00,1110000,FALSE,
FL4936,Can Tho,Thanh Hoa,8/14/2025 20:45,1030000,FALSE,
FL4877,Ho Chi Minh City,Thanh Hoa,8/14/2025 11:30,1140000,TRUE,8/14/2025 7:30
FL6336,Ho Chi Minh City,Hue,8/15/2025 9:45,800000,TRUE,8/15/2025 4:45
FL4653,Phu Quoc,Nha Trang,8/15/2025 11:15,1130000,TRUE,8/15/2025 8:15
FL9228,Hai Phong,Hue,8/15/2025 8:00,720000,TRUE,8/15/2025 6:00
FL7412,Phu Quoc,Hanoi,8/15/2025 10:00,1960000,TRUE,8/15/2025 7:00
FL3298,Vinh,Quy Nhon,8/15/2025 20:00,1530000,TRUE,8/15/2025 14:00
FL7046,Phu Quoc,Nha Trang,8/15/2025 12:30,1750000,TRUE,8/15/2025 10:30
FL1365,Nha Trang,Can Tho,8/15/2025 13:30,1920000,FALSE,
FL1732,Hai Phong,Thanh Hoa,8/15/2025 16:30,530000,FALSE,
FL3542,Ho Chi Minh City,Hanoi,8/15/2025 8:00,1220000,TRUE,8/15/2025 2:00
FL2427,Phu Quoc,Hanoi,8/16/2025 20:30,660000,TRUE,8/16/2025 18:30
FL1070,Hanoi,Quy Nhon,8/16/2025 18:15,1550000,TRUE,8/16/2025 13:15
FL5832,Thanh Hoa,Hai Phong,8/16/2025 17:00,740000,FALSE,
FL6427,Hai Phong,Hue,8/16/2025 9:15,750000,TRUE,8/16/2025 3:15
FL4963,Hanoi,Hai Phong,8/16/2025 8:45,1000000,TRUE,8/16/2025 2:45
FL2912,Ho Chi Minh City,Hanoi,8/16/2025 13:45,1630000,TRUE,8/16/2025 11:45
FL8555,Quy Nhon,Hue,8/16/2025 16:15,1120000,FALSE,
FL1880,Thanh Hoa,Quy Nhon,8/16/2025 11:30,820000,TRUE,8/16/2025 9:30
FL9062,Nha Trang,Ho Chi Minh City,8/16/2025 18:30,780000,TRUE,8/16/2025 14:30
FL9763,Vinh,Thanh Hoa,8/16/2025 6:45,640000,FALSE,
